category,practice_type,approach,tags,search_key
panic,pmr,western,"panic,interoceptive,safety-plan,diaphragmatic-breathing,pmr,western,practice",panic pmr western
panic,pmr,eastern,"panic,interoceptive,safety-plan,diaphragmatic-breathing,pmr,eastern,practice",panic pmr eastern
panic,pmr,hybrid,"panic,interoceptive,safety-plan,diaphragmatic-breathing,pmr,hybrid,practice",panic pmr hybrid
panic,pmr,all,"panic,interoceptive,safety-plan,diaphragmatic-breathing,pmr,all,practice",panic pmr all
panic,guided-imagery,western,"panic,interoceptive,safety-plan,diaphragmatic-breathing,guided-imagery,western,practice",panic guided-imagery western
panic,guided-imagery,eastern,"panic,interoceptive,safety-plan,diaphragmatic-breathing,guided-imagery,eastern,practice",panic guided-imagery eastern
panic,guided-imagery,hybrid,"panic,interoceptive,safety-plan,diaphragmatic-breathing,guided-imagery,hybrid,practice",panic guided-imagery hybrid
panic,guided-imagery,all,"panic,interoceptive,safety-plan,diaphragmatic-breathing,guided-imagery,all,practice",panic guided-imagery all
panic,grounding,western,"panic,interoceptive,safety-plan,diaphragmatic-breathing,grounding,western,practice",panic grounding western
panic,grounding,eastern,"panic,interoceptive,safety-plan,diaphragmatic-breathing,grounding,eastern,practice",panic grounding eastern
panic,grounding,hybrid,"panic,interoceptive,safety-plan,diaphragmatic-breathing,grounding,hybrid,practice",panic grounding hybrid
panic,grounding,all,"panic,interoceptive,safety-plan,diaphragmatic-breathing,grounding,all,practice",panic grounding all
panic,journaling,western,"panic,interoceptive,safety-plan,diaphragmatic-breathing,journaling,western,practice",panic journaling western
panic,journaling,eastern,"panic,interoceptive,safety-plan,diaphragmatic-breathing,journaling,eastern,practice",panic journaling eastern
panic,journaling,hybrid,"panic,interoceptive,safety-plan,diaphragmatic-breathing,journaling,hybrid,practice",panic journaling hybrid
panic,journaling,all,"panic,interoceptive,safety-plan,diaphragmatic-breathing,journaling,all,practice",panic journaling all
panic,compassion,western,"panic,interoceptive,safety-plan,diaphragmatic-breathing,compassion,western,practice",panic compassion western
panic,compassion,eastern,"panic,interoceptive,safety-plan,diaphragmatic-breathing,compassion,eastern,practice",panic compassion eastern
panic,compassion,hybrid,"panic,interoceptive,safety-plan,diaphragmatic-breathing,compassion,hybrid,practice",panic compassion hybrid
panic,compassion,all,"panic,interoceptive,safety-plan,diaphragmatic-breathing,compassion,all,practice",panic compassion all
social-anxiety,meditation,western,"social-anxiety,exposure,safety-behaviors,meditation,western,practice",social-anxiety meditation western
social-anxiety,meditation,eastern,"social-anxiety,exposure,safety-behaviors,meditation,eastern,practice",social-anxiety meditation eastern
social-anxiety,meditation,hybrid,"social-anxiety,exposure,safety-behaviors,meditation,hybrid,practice",social-anxiety meditation hybrid
social-anxiety,meditation,all,"social-anxiety,exposure,safety-behaviors,meditation,all,practice",social-anxiety meditation all
social-anxiety,breathing,western,"social-anxiety,exposure,safety-behaviors,breathing,western,practice",social-anxiety breathing western
social-anxiety,breathing,eastern,"social-anxiety,exposure,safety-behaviors,breathing,eastern,practice",social-anxiety breathing eastern
social-anxiety,breathing,hybrid,"social-anxiety,exposure,safety-behaviors,breathing,hybrid,practice",social-anxiety breathing hybrid
social-anxiety,breathing,all,"social-anxiety,exposure,safety-behaviors,breathing,all,practice",social-anxiety breathing all
social-anxiety,yoga,western,"social-anxiety,exposure,safety-behaviors,yoga,western,practice",social-anxiety yoga western
social-anxiety,yoga,eastern,"social-anxiety,exposure,safety-behaviors,yoga,eastern,practice",social-anxiety yoga eastern
social-anxiety,yoga,hybrid,"social-anxiety,exposure,safety-behaviors,yoga,hybrid,practice",social-anxiety yoga hybrid
social-anxiety,yoga,all,"social-anxiety,exposure,safety-behaviors,yoga,all,practice",social-anxiety yoga all
social-anxiety,sleep,western,"social-anxiety,exposure,safety-behaviors,sleep,western,practice",social-anxiety sleep western
social-anxiety,sleep,eastern,"social-anxiety,exposure,safety-behaviors,sleep,eastern,practice",social-anxiety sleep eastern
social-anxiety,sleep,hybrid,"social-anxiety,exposure,safety-behaviors,sleep,hybrid,practice",social-anxiety sleep hybrid
social-anxiety,sleep,all,"social-anxiety,exposure,safety-behaviors,sleep,all,practice",social-anxiety sleep all
social-anxiety,body-scan,western,"social-anxiety,exposure,safety-behaviors,body-scan,western,practice",social-anxiety body-scan western
social-anxiety,body-scan,eastern,"social-anxiety,exposure,safety-behaviors,body-scan,eastern,practice",social-anxiety body-scan eastern
social-anxiety,body-scan,hybrid,"social-anxiety,exposure,safety-behaviors,body-scan,hybrid,practice",social-anxiety body-scan hybrid
social-anxiety,body-scan,all,"social-anxiety,exposure,safety-behaviors,body-scan,all,practice",social-anxiety body-scan all
social-anxiety,pmr,western,"social-anxiety,exposure,safety-behaviors,pmr,western,practice",social-anxiety pmr western
social-anxiety,pmr,eastern,"social-anxiety,exposure,safety-behaviors,pmr,eastern,practice",social-anxiety pmr eastern
social-anxiety,pmr,hybrid,"social-anxiety,exposure,safety-behaviors,pmr,hybrid,practice",social-anxiety pmr hybrid
social-anxiety,pmr,all,"social-anxiety,exposure,safety-behaviors,pmr,all,practice",social-anxiety pmr all
social-anxiety,guided-imagery,western,"social-anxiety,exposure,safety-behaviors,guided-imagery,western,practice",social-anxiety guided-imagery western
social-anxiety,guided-imagery,eastern,"social-anxiety,exposure,safety-behaviors,guided-imagery,eastern,practice",social-anxiety guided-imagery eastern
social-anxiety,guided-imagery,hybrid,"social-anxiety,exposure,safety-behaviors,guided-imagery,hybrid,practice",social-anxiety guided-imagery hybrid
social-anxiety,guided-imagery,all,"social-anxiety,exposure,safety-behaviors,guided-imagery,all,practice",social-anxiety guided-imagery all
social-anxiety,grounding,western,"social-anxiety,exposure,safety-behaviors,grounding,western,practice",social-anxiety grounding western
social-anxiety,grounding,eastern,"social-anxiety,exposure,safety-behaviors,grounding,eastern,practice",social-anxiety grounding eastern
social-anxiety,grounding,hybrid,"social-anxiety,exposure,safety-behaviors,grounding,hybrid,practice",social-anxiety grounding hybrid
social-anxiety,grounding,all,"social-anxiety,exposure,safety-behaviors,grounding,all,practice",social-anxiety grounding all
social-anxiety,journaling,western,"social-anxiety,exposure,safety-behaviors,journaling,western,practice",social-anxiety journaling western
social-anxiety,journaling,eastern,"social-anxiety,exposure,safety-behaviors,journaling,eastern,practice",social-anxiety journaling eastern
social-anxiety,journaling,hybrid,"social-anxiety,exposure,safety-behaviors,journaling,hybrid,practice",social-anxiety journaling hybrid
social-anxiety,journaling,all,"social-anxiety,exposure,safety-behaviors,journaling,all,practice",social-anxiety journaling all
social-anxiety,compassion,western,"social-anxiety,exposure,safety-behaviors,compassion,western,practice",social-anxiety compassion western
social-anxiety,compassion,eastern,"social-anxiety,exposure,safety-behaviors,compassion,eastern,practice",social-anxiety compassion eastern
social-anxiety,compassion,hybrid,"social-anxiety,exposure,safety-behaviors,compassion,hybrid,practice",social-anxiety compassion hybrid
social-anxiety,compassion,all,"social-anxiety,exposure,safety-behaviors,compassion,all,practice",social-anxiety compassion all
overall-wellbeing,meditation,western,"wellbeing,overall-wellbeing,balance,reset,meditation,western,practice",overall-wellbeing meditation western
overall-wellbeing,meditation,eastern,"wellbeing,overall-wellbeing,balance,reset,meditation,eastern,practice",overall-wellbeing meditation eastern
overall-wellbeing,meditation,hybrid,"wellbeing,overall-wellbeing,balance,reset,meditation,hybrid,practice",overall-wellbeing meditation hybrid
overall-wellbeing,meditation,all,"wellbeing,overall-wellbeing,balance,reset,meditation,all,practice",overall-wellbeing meditation all
overall-wellbeing,breathing,western,"wellbeing,overall-wellbeing,balance,reset,breathing,western,practice",overall-wellbeing breathing western
overall-wellbeing,breathing,eastern,"wellbeing,overall-wellbeing,balance,reset,breathing,eastern,practice",overall-wellbeing breathing eastern
overall-wellbeing,breathing,hybrid,"wellbeing,overall-wellbeing,balance,reset,breathing,hybrid,practice",overall-wellbeing breathing hybrid
overall-wellbeing,breathing,all,"wellbeing,overall-wellbeing,balance,reset,breathing,all,practice",overall-wellbeing breathing all
overall-wellbeing,yoga,western,"wellbeing,overall-wellbeing,balance,reset,yoga,western,practice",overall-wellbeing yoga western
overall-wellbeing,yoga,eastern,"wellbeing,overall-wellbeing,balance,reset,yoga,eastern,practice",overall-wellbeing yoga eastern
overall-wellbeing,yoga,hybrid,"wellbeing,overall-wellbeing,balance,reset,yoga,hybrid,practice",overall-wellbeing yoga hybrid
overall-wellbeing,yoga,all,"wellbeing,overall-wellbeing,balance,reset,yoga,all,practice",overall-wellbeing yoga all
overall-wellbeing,sleep,western,"wellbeing,overall-wellbeing,balance,reset,sleep,western,practice",overall-wellbeing sleep western
overall-wellbeing,sleep,eastern,"wellbeing,overall-wellbeing,balance,reset,sleep,eastern,practice",overall-wellbeing sleep eastern
overall-wellbeing,sleep,hybrid,"wellbeing,overall-wellbeing,balance,reset,sleep,hybrid,practice",overall-wellbeing sleep hybrid
overall-wellbeing,sleep,all,"wellbeing,overall-wellbeing,balance,reset,sleep,all,practice",overall-wellbeing sleep all
overall-wellbeing,body-scan,western,"wellbeing,overall-wellbeing,balance,reset,body-scan,western,practice",overall-wellbeing body-scan western
overall-wellbeing,body-scan,eastern,"wellbeing,overall-wellbeing,balance,reset,body-scan,eastern,practice",overall-wellbeing body-scan eastern
overall-wellbeing,body-scan,hybrid,"wellbeing,overall-wellbeing,balance,reset,body-scan,hybrid,practice",overall-wellbeing body-scan hybrid
overall-wellbeing,body-scan,all,"wellbeing,overall-wellbeing,balance,reset,body-scan,all,practice",overall-wellbeing body-scan all
overall-wellbeing,pmr,western,"wellbeing,overall-wellbeing,balance,reset,pmr,western,practice",overall-wellbeing pmr western
overall-wellbeing,pmr,eastern,"wellbeing,overall-wellbeing,balance,reset,pmr,eastern,practice",overall-wellbeing pmr eastern
overall-wellbeing,pmr,hybrid,"wellbeing,overall-wellbeing,balance,reset,pmr,hybrid,practice",overall-wellbeing pmr hybrid
overall-wellbeing,pmr,all,"wellbeing,overall-wellbeing,balance,reset,pmr,all,practice",overall-wellbeing pmr all
overall-wellbeing,guided-imagery,western,"wellbeing,overall-wellbeing,balance,reset,guided-imagery,western,practice",overall-wellbeing guided-imagery western
overall-wellbeing,guided-imagery,eastern,"wellbeing,overall-wellbeing,balance,reset,guided-imagery,eastern,practice",overall-wellbeing guided-imagery eastern
overall-wellbeing,guided-imagery,hybrid,"wellbeing,overall-wellbeing,balance,reset,guided-imagery,hybrid,practice",overall-wellbeing guided-imagery hybrid
overall-wellbeing,guided-imagery,all,"wellbeing,overall-wellbeing,balance,reset,guided-imagery,all,practice",overall-wellbeing guided-imagery all
overall-wellbeing,grounding,western,"wellbeing,overall-wellbeing,balance,reset,grounding,western,practice",overall-wellbeing grounding western
overall-wellbeing,grounding,eastern,"wellbeing,overall-wellbeing,balance,reset,grounding,eastern,practice",overall-wellbeing grounding eastern
overall-wellbeing,grounding,hybrid,"wellbeing,overall-wellbeing,balance,reset,grounding,hybrid,practice",overall-wellbeing grounding hybrid
overall-wellbeing,grounding,all,"wellbeing,overall-wellbeing,balance,reset,grounding,all,practice",overall-wellbeing grounding all
overall-wellbeing,journaling,western,"wellbeing,overall-wellbeing,balance,reset,journaling,western,practice",overall-wellbeing journaling western
overall-wellbeing,journaling,eastern,"wellbeing,overall-wellbeing,balance,reset,journaling,eastern,practice",overall-wellbeing journaling eastern
overall-wellbeing,journaling,hybrid,"wellbeing,overall-wellbeing,balance,reset,journaling,hybrid,practice",overall-wellbeing journaling hybrid
overall-wellbeing,journaling,all,"wellbeing,overall-wellbeing,balance,reset,journaling,all,practice",overall-wellbeing journaling all
overall-wellbeing,compassion,western,"wellbeing,overall-wellbeing,balance,reset,compassion,western,practice",overall-wellbeing compassion western
overall-wellbeing,compassion,eastern,"wellbeing,overall-wellbeing,balance,reset,compassion,eastern,practice",overall-wellbeing compassion eastern
overall-wellbeing,compassion,hybrid,"wellbeing,overall-wellbeing,balance,reset,compassion,hybrid,practice",overall-wellbeing compassion hybrid
overall-wellbeing,compassion,all,"wellbeing,overall-wellbeing,balance,reset,compassion,all,practice",overall-wellbeing compassion all
